,location,location_counter,actor,line,neg,neu,pos,compound
529,INT. MILLENNIUM FALCON - HALLWAY,97,HAN,Damn fool. I knew that you were going to say that!,0.424,0.576,0.0,-0.7088
530,INT. MILLENNIUM FALCON - HALLWAY,97,BEN,Who's the more foolish... the fool or the fool who follows him?,0.388,0.612,0.0,-0.7451
531,INT. DEATH STAR - MAIN FORWARD BAY,98,TROOPER,"The ship's all yours. If the scanners pick up anything, report it immediately. All right, let's go.",0.0,1.0,0.0,0.0
532,INT. DEATH STAR - MAIN FORWARD BAY,98,HAN'S VOICE,"Hey down there, could you give us a hand with this?",0.0,0.738,0.262,0.4939
533,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,GANTRY OFFICER,"TX-four-one-two. Why aren't you at your post? TX-four-one-two, do you copy?",0.0,1.0,0.0,0.0
534,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,GANTRY OFFICER,Take over. We've got a bad transmitter. I'll see what I can do.,0.259,0.741,0.0,-0.5423
535,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here.",0.0,1.0,0.0,0.0
536,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Bring them on! I prefer a straight fight to all this sneaking around.,0.21,0.653,0.138,-0.2481
537,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,"We found the computer outlet, sir.",0.0,1.0,0.0,0.0
538,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,BEN,Plug in. He should be able to interpret the entire Imperial computer network.,0.0,1.0,0.0,0.0
539,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,He says he's found the main computer to power the tractor beam that's holding the ship here. He'll try to make the precise location appear on the monitor.,0.0,1.0,0.0,0.0
540,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,The tractor beam is coupled to the main reactor in seven locations. A power loss at one of the terminals will allow the ship to leave.,0.128,0.803,0.069,-0.1531
541,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,BEN,I don't think you boys can help. I must go alone.,0.171,0.598,0.231,0.1779
542,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Whatever you say. I've done more that I bargained for on this trip already.,0.0,1.0,0.0,0.0
543,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,I want to go with you.,0.0,0.755,0.245,0.0772
544,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,BEN,"Be patient, Luke. Stay and watch over the droids.",0.0,1.0,0.0,0.0
545,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,But he can...,0.0,1.0,0.0,0.0
546,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,BEN,They must be delivered safely or other star systems will suffer the same fate as Alderaan. Your destiny lies along a different path than mine. The Force will be with you... always!,0.174,0.741,0.085,-0.5255
547,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"Boy you said it, Chewie.",0.0,1.0,0.0,0.0
548,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Where did you dig up that old fossil?,0.0,1.0,0.0,0.0
549,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,Ben is a great man.,0.0,0.423,0.577,0.6249
550,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"Yeah, great at getting us into trouble.",0.208,0.308,0.485,0.5574
551,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,I didn't hear you give any ideas...,0.0,1.0,0.0,0.0
552,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"Well, anything would be better than just hanging around waiting for him to pick us up...",0.0,0.737,0.263,0.6124
553,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,Who do you think...,0.0,1.0,0.0,0.0
554,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,What is it?,0.0,1.0,0.0,0.0
555,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,"I'm afraid I'm not quite sure, sir. He says ""I found her"", and keeps repeating, ""She's here.""",0.12,0.88,0.0,-0.2912
556,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"Well, who... who has he found?",0.0,0.704,0.296,0.2732
557,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,Princess Leia.,0.0,1.0,0.0,0.0
558,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,The princess? She's here?,0.0,1.0,0.0,0.0
559,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Princess? What's going on?,0.0,1.0,0.0,0.0
560,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,Level five. Detention block A A-twenty-three. I'm afraid she's scheduled to be terminated.,0.351,0.649,0.0,-0.6597
561,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"Oh, no! We've got to do something.",0.293,0.707,0.0,-0.3595
562,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,What are you talking about?,0.0,1.0,0.0,0.0
563,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,The droid belongs to her. She's the one in the message... We've got to help her.,0.0,0.847,0.153,0.4019
564,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"Now, look, don't get any funny ideas. The old man wants us to wait right here.",0.138,0.862,0.0,-0.3412
565,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"But he didn't know she was here. Look, will you just find a way back into the detention block?",0.252,0.748,0.0,-0.6597
566,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,I'm not going anywhere.,0.0,1.0,0.0,0.0
567,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"They're going to execute her. Look, a few minutes ago you said you didn't want to just wait here to be captured. Now all you want to do is stay.",0.083,0.917,0.0,-0.1139
568,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Marching into the detention area is not what I had in mind.,0.2,0.8,0.0,-0.3612
569,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,But they're going to kill her!,0.5,0.5,0.0,-0.7177
570,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Better her than me...,0.0,0.508,0.492,0.4404
571,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,She's rich.,0.0,0.217,0.783,0.5574
572,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,Rich?,0.0,0.0,1.0,0.5574
573,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"Yes. Rich, powerful! Listen, if you were to rescue her, the reward would be...",0.0,0.354,0.646,0.9468
574,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,What?,0.0,1.0,0.0,0.0
575,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,Well more wealth that you can imagine.,0.0,0.472,0.528,0.6801
576,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"I don't know, I can imagine quite a bit!",0.0,1.0,0.0,0.0
577,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,You'll get it!,0.0,1.0,0.0,0.0
578,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,I better!,0.0,0.0,1.0,0.4926
579,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,You will...,0.0,1.0,0.0,0.0
580,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"All right, kid. But you'd better be right about this.",0.0,0.756,0.244,0.4404
581,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,All right.,0.0,1.0,0.0,0.0
582,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,What's your plan?,0.0,1.0,0.0,0.0
583,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"Uh... Threepio, hand me those binders there will you?",0.0,0.714,0.286,0.4939
584,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"Okay. Now, I'm going to put these on you.",0.0,0.808,0.192,0.2263
585,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,"Okay. Han, you put these on.",0.0,0.725,0.275,0.2263
586,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,"Don't worry, Chewie. I think I know what he has in mind.",0.0,0.789,0.211,0.3412
587,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,"Master Luke, sir! Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?",0.0,0.897,0.103,0.2363
588,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,LUKE,Lock the door!,0.0,1.0,0.0,0.0
589,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,HAN,And hope they don't have blasters.,0.0,0.633,0.367,0.4404
590,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE,99,THREEPIO,That isn't very reassuring.,0.452,0.548,0.0,-0.3559
591,INT. DEATH STAR - DETENTION AREA - ELEVATOR TUBE,100,LUKE,I can't see a thing in this helmet.,0.0,1.0,0.0,0.0
592,INT. DEATH STAR - INTERIOR ELEVATOR - DETENTION SECURITY ,101,AREA,,0.0,0.0,0.0,0.0
593,INT. DEATH STAR - INTERIOR ELEVATOR - DETENTION SECURITY ,102,HAN,This is not going to work.,0.0,1.0,0.0,0.0
594,INT. DEATH STAR - INTERIOR ELEVATOR - DETENTION SECURITY ,102,LUKE,Why didn't you say so before?,0.0,1.0,0.0,0.0
595,INT. DEATH STAR - INTERIOR ELEVATOR - DETENTION SECURITY ,102,HAN,I did say so before!,0.0,1.0,0.0,0.0
596,INT. DETENTION AREA,103,OFFICER,Where are you taking this... thing?,0.0,1.0,0.0,0.0
597,INT. DETENTION AREA,103,LUKE,Prisoner transfer from Block one-one-three-eight.,0.681,0.319,0.0,-0.7506
598,INT. DETENTION AREA,103,OFFICER,I wasn't notified. I'll have to clear it.,0.0,0.698,0.302,0.3818
599,INT. DETENTION AREA,103,HAN,Look out! He's loose!,0.49,0.51,0.0,-0.4374
600,INT. DETENTION AREA,103,LUKE,He's going to pull us all apart.,0.0,1.0,0.0,0.0
601,INT. DETENTION AREA,103,HAN,Go get him!,0.0,1.0,0.0,0.0
602,INT. DETENTION AREA,103,HAN,We've got to find out which cell this princess of yours is in. Here it is... cell twenty-one-eight-seven. You go get her. I'll hold them here.,0.0,1.0,0.0,0.0
603,INT. DETENTION AREA,103,HAN,(sounding official)Everything is under control. Situation normal.,0.0,1.0,0.0,0.0
604,INT. DETENTION AREA,103,INTERCOM VOICE,What happened?,0.0,1.0,0.0,0.0
605,INT. DETENTION AREA,103,HAN,"(getting nervous)Uh... had a slight weapons malfunction. But, uh, everything's perfectly all right now. We're fine. We're all fine here, now, thank you. How are you?",0.087,0.602,0.31,0.7506
606,INT. DETENTION AREA,103,INTERCOM VOICE,We're sending a squad up.,0.0,1.0,0.0,0.0
607,INT. DETENTION AREA,103,HAN,"Uh, uh, negative. We had a reactor leak here now. Give us a few minutes to lock it down. Large leak... very dangerous.",0.345,0.655,0.0,-0.8588
608,INT. DETENTION AREA,103,INTERCOM VOICE,Who is this? What's your operating number?,0.0,0.783,0.217,0.168
609,INT. DETENTION AREA,103,HAN,Boring conversation anyway.(yelling down the hall)Luke! We're going to have company!,0.224,0.776,0.0,-0.4374
610,INT. DEATH STAR - CELL ROW,104,LEIA,(finally)Aren't you a little short to be a stormtrooper?,0.0,1.0,0.0,0.0
611,INT. DEATH STAR - CELL ROW,104,LUKE,What? Oh... the uniform. I'm Luke Skywalker. I'm here to rescue you.,0.0,0.769,0.231,0.5106
612,INT. DEATH STAR - CELL ROW,104,LEIA,You're who?,0.0,1.0,0.0,0.0
613,INT. DEATH STAR - CELL ROW,104,LUKE,I'm here to rescue you. I've got your R2 unit. I'm here with Ben Kenobi.,0.0,0.809,0.191,0.5106
614,INT. DEATH STAR - CELL ROW,104,LEIA,Ben Kenobi is here! Where is he?,0.0,1.0,0.0,0.0
615,INT. DEATH STAR - CELL ROW,104,LUKE,Come on!,0.0,1.0,0.0,0.0
616,INT. DEATH STAR - CONFERENCE ROOM,105,VADER,He is here...,0.0,1.0,0.0,0.0
617,INT. DEATH STAR - CONFERENCE ROOM,105,TARKIN,Obi-Wan Kenobi! What makes you think so?,0.0,1.0,0.0,0.0
618,INT. DEATH STAR - CONFERENCE ROOM,105,VADER,A tremor in the Force. The last time I felt it was in the presence of my old master.,0.0,1.0,0.0,0.0
619,INT. DEATH STAR - CONFERENCE ROOM,105,TARKIN,Surely he must be dead by now.,0.352,0.41,0.238,-0.34
620,INT. DEATH STAR - CONFERENCE ROOM,105,VADER,Don't underestimate the power of the Force.,0.0,0.761,0.239,0.2235
621,INT. DEATH STAR - CONFERENCE ROOM,105,TARKIN,"The Jedi are extinct, their fire has gone out of the universe. You, my friend, are all that's left of their religion.",0.094,0.781,0.125,0.2023
622,INT. DEATH STAR - CONFERENCE ROOM,105,TARKIN,Yes.,0.0,0.0,1.0,0.4019
623,INT. DEATH STAR - CONFERENCE ROOM,105,INTERCOM VOICE,"Governor Tarkin, we have an emergency alert in detention block A A-twenty-three.",0.465,0.407,0.128,-0.7003
624,INT. DEATH STAR - CONFERENCE ROOM,105,TARKIN,The princess! Put all sections on alert!,0.0,0.683,0.317,0.4184
625,INT. DEATH STAR - CONFERENCE ROOM,105,VADER,Obi-Wan is here. The Force is with him.,0.0,1.0,0.0,0.0
626,INT. DEATH STAR - CONFERENCE ROOM,105,TARKIN,"If you're right, he must not be allowed to escape.",0.0,0.841,0.159,0.1779
627,INT. DEATH STAR - CONFERENCE ROOM,105,VADER,Escape is not his plan. I must face him alone.,0.187,0.654,0.159,-0.0772
628,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,HAN,Chewie!,0.0,1.0,0.0,0.0
629,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,HAN,Get behind me! Get behind me!,0.0,1.0,0.0,0.0
630,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,HAN,Can't get out that way.,0.0,1.0,0.0,0.0
631,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,LEIA,Looks like you managed to cut off our only escape route.,0.147,0.559,0.294,0.2732
632,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,HAN,"(sarcastically)Maybe you'd like it back in your cell, Your Highness.",0.0,0.783,0.217,0.3612
633,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,LUKE,See-Threepio! See-Threepio!,0.0,1.0,0.0,0.0
634,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,THREEPIO,(over comlink)Yes sir?,0.0,1.0,0.0,0.0
635,INT. DEATH STAR - DETENTION AREA - HALLWAY,106,LUKE,We've been cut off! Are there any other ways out of the cell bay?... What was that? I didn't copy!,0.145,0.855,0.0,-0.4667
636,INT. DEATH STAR - MAIN BAY GANTRY - CONTROL TOWER,107,THREEPIO,"I said, all systems have been alerted to your presence, sir. The main entrance seems to be the only way in or out; all other information on your level is restricted.",0.082,0.918,0.0,-0.3818
637,INT. DEATH STAR - MAIN BAY GANTRY - CONTROL TOWER,107,TROOPER VOICE,Open up in there!,0.0,1.0,0.0,0.0
638,INT. DEATH STAR - MAIN BAY GANTRY - CONTROL TOWER,107,THREEPIO,"Oh, no!",0.714,0.286,0.0,-0.3595
639,INT. DEATH STAR - DETENTION CORRIDOR,108,LUKE,There isn't any other way out.,0.0,1.0,0.0,0.0
640,INT. DEATH STAR - DETENTION CORRIDOR,108,HAN,I can't hold them off forever! Now what?,0.0,1.0,0.0,0.0
641,INT. DEATH STAR - DETENTION CORRIDOR,108,LEIA,"This is some rescue. When you came in here, didn't you have a plan for getting out?",0.0,0.82,0.18,0.5106
642,INT. DEATH STAR - DETENTION CORRIDOR,108,HAN,"(pointing to Luke)He's the brains, sweetheart.",0.0,0.538,0.462,0.6486
643,INT. DEATH STAR - DETENTION CORRIDOR,108,LUKE,"Well, I didn't...",0.0,0.323,0.677,0.2732
644,INT. DEATH STAR - DETENTION CORRIDOR,108,HAN,What the hell are you doing?,0.479,0.521,0.0,-0.6808
645,INT. DEATH STAR - DETENTION CORRIDOR,108,LEIA,"Somebody has to save our skins. Into the garbage chute, wise guy.",0.0,0.613,0.387,0.743
646,INT. DEATH STAR - DETENTION CORRIDOR,108,HAN,Get in there you big furry oaf! I don't care what you smell! Get in there and don't worry about it.,0.136,0.762,0.102,-0.2037
647,INT. DEATH STAR - DETENTION CORRIDOR,108,HAN,Wonderful girl! Either I'm going to kill her or I'm beginning to like her. Get in there!,0.184,0.549,0.266,0.2695
648,INT. DEATH STAR - GARBAGE ROOM,109,HAN,(sarcastically)Oh! The garbage chute was a really wonderful idea. What an incredible smell you've discovered! Let's get out of here! Get away from there...,0.0,0.819,0.181,0.7067
649,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,No! wait!,0.736,0.264,0.0,-0.4184
650,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,Will you forget it? I already tried it. It's magnetically sealed!,0.196,0.804,0.0,-0.2942
651,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,Put that thing away! You're going to get us all killed.,0.324,0.676,0.0,-0.6996
652,INT. DEATH STAR - GARBAGE ROOM,109,HAN,"Absolutely, Your Worship. Look, I had everything under control until you led us down here. You know, it's not going to take them long to figure out what happened to us.",0.0,0.921,0.079,0.3566
653,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,It could be worse...,0.0,1.0,0.0,0.0
654,INT. DEATH STAR - GARBAGE ROOM,109,HAN,It's worse.,0.756,0.244,0.0,-0.4767
655,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,There's something alive in here!,0.0,0.58,0.42,0.4389
656,INT. DEATH STAR - GARBAGE ROOM,109,HAN,That's your imagination.,0.0,1.0,0.0,0.0
657,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,Something just moves past my leg! Look! Did you see that?,0.0,1.0,0.0,0.0
658,INT. DEATH STAR - GARBAGE ROOM,109,HAN,What?,0.0,1.0,0.0,0.0
659,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,Help!,0.0,0.0,1.0,0.4574
660,INT. DEATH STAR - GARBAGE ROOM,109,HAN,Luke! Luke! Luke!,0.0,1.0,0.0,0.0
661,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,Luke!,0.0,1.0,0.0,0.0
662,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,"Luke, Luke, grab a hold of this.",0.0,1.0,0.0,0.0
663,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,"Blast it, will you! My gun's jammed.",0.0,1.0,0.0,0.0
664,INT. DEATH STAR - GARBAGE ROOM,109,HAN,Where?,0.0,1.0,0.0,0.0
665,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,Anywhere! Oh!!,0.0,1.0,0.0,0.0
666,INT. DEATH STAR - GARBAGE ROOM,109,HAN,Luke! Luke!,0.0,1.0,0.0,0.0
667,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,Grab him!,0.0,1.0,0.0,0.0
668,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,What happened?,0.0,1.0,0.0,0.0
669,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,"I don't know, it just let go of me and disappeared...",0.0,1.0,0.0,0.0
670,INT. DEATH STAR - GARBAGE ROOM,109,HAN,I've got a very bad feeling about this.,0.359,0.473,0.168,-0.4615
671,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,The walls are moving!,0.0,1.0,0.0,0.0
672,INT. DEATH STAR - GARBAGE ROOM,109,LEIA,Don't just stand there. Try to brace it with something.,0.0,1.0,0.0,0.0
673,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,Wait a minute!,0.0,1.0,0.0,0.0
674,INT. DEATH STAR - GARBAGE ROOM,109,LUKE,Threepio! Come in Threepio! Threepio! Where could he be?,0.0,1.0,0.0,0.0
675,INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE,110,FIRST TROOPER,Take over!(pointing to the dead officer)See to him! Look there!,0.365,0.635,0.0,-0.7332
676,INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE,110,THREEPIO,"They're madmen! They're heading for the prison level. If you hurry, you might catch them.",0.204,0.796,0.0,-0.5562
677,INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE,110,FIRST OFFICER,(to his troops)Follow me! You stand guard.,0.0,1.0,0.0,0.0
678,INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE,110,THREEPIO,(to Artoo)Come on!,0.0,1.0,0.0,0.0
679,INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE,110,THREEPIO,"Oh! All this excitement has overrun the circuits of my counterpart here. If you don't mind, I'd like to take him down to maintenance.",0.075,0.781,0.144,0.4464
680,INT. DEATH STAR - MAIN GANTRY - COMMAND OFFICE,110,TROOPER,All right.,0.0,1.0,0.0,0.0
681,INT. DEATH STAR - GARBAGE ROOM,111,LUKE,"Threepio! Come in, Threepio! Threepio!",0.0,1.0,0.0,0.0
682,INT. DEATH STAR - GARBAGE ROOM,111,HAN,Get to the top!,0.0,0.589,0.411,0.2714
683,INT. DEATH STAR - GARBAGE ROOM,111,LEIA,I can't,0.0,1.0,0.0,0.0
684,INT. DEATH STAR - GARBAGE ROOM,111,LUKE,"Where could he be? Threepio! Threepio, will you come in?",0.0,1.0,0.0,0.0
685,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,112,THREEPIO,They aren't here! Something must have happened to them. See if they've been captured.,0.0,1.0,0.0,0.0
686,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,112,THREEPIO,Hurry!,0.0,1.0,0.0,0.0
687,INT. DEATH STAR - GARBAGE ROOM,113,HAN,One thing's for sure. We're all going to be a lot thinner!(to Leia)Get on top of it!,0.0,0.749,0.251,0.5696
688,INT. DEATH STAR - GARBAGE ROOM,113,LEIA,I'm trying!,0.0,1.0,0.0,0.0
689,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,114,THREEPIO,"(to Artoo)Thank goodness, they haven't found them! Where could they be?",0.0,0.752,0.248,0.5093
690,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,114,THREEPIO,"Use the comlink? Oh, my! I forgot I turned it off!",0.0,1.0,0.0,0.0
691,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,116,THREEPIO,"Are you there, sir?",0.0,1.0,0.0,0.0
692,INT. DEATH STAR - GARBAGE ROOM,117,LUKE,Threepio!,0.0,1.0,0.0,0.0
693,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,118,THREEPIO,We've had some problems...,0.0,1.0,0.0,0.0
694,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,118,LUKE,"(over comlink)Will you shut up and listen to me? Shut down all garbage mashers on the detention level, will you? Do you copy?",0.121,0.879,0.0,-0.466
695,INT. DEATH STAR - GARBAGE ROOM,119,LUKE,Shut down all the garbage mashers on the detention level.,0.217,0.783,0.0,-0.3612
696,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,120,LUKE,(over comlink)Shut down all the garbage mashers on the detention level.,0.2,0.8,0.0,-0.3612
697,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,120,THREEPIO,(to Artoo)No. Shut them all down! Hurry!,0.0,1.0,0.0,0.0
698,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,120,THREEPIO,"Listen to them! They're dying, Artoo! Curse my metal body! I wasn't fast enough. It's all my fault! My poor master!",0.381,0.619,0.0,-0.8877
699,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,120,LUKE,"(over comlink)Threepio, we're all right!",0.0,1.0,0.0,0.0
700,INT. DEATH STAR - GARBAGE ROOM,121,LUKE,We're all right. You did great.,0.0,0.549,0.451,0.6249
701,INT. DEATH STAR - GARBAGE ROOM,121,LUKE,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?",0.155,0.845,0.0,-0.296
702,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL,122,HAN,(over comlink)Three-two-six-eight-two-seven.,0.0,1.0,0.0,0.0
703,INT. DEATH STAR - UNUSED HALLWAY,124,HAN,"If we can just avoid any more female advice, we ought to be able to get out of here.",0.109,0.891,0.0,-0.296
704,INT. DEATH STAR - UNUSED HALLWAY,124,LUKE,"Well, let's get moving!",0.0,0.556,0.444,0.3382
705,INT. DEATH STAR - UNUSED HALLWAY,124,HAN,(to Chewie)Where are you going?,0.0,1.0,0.0,0.0
706,INT. DEATH STAR - UNUSED HALLWAY,124,LEIA,"No, wait. They'll hear!",0.454,0.546,0.0,-0.3595
707,INT. DEATH STAR - UNUSED HALLWAY,124,HAN,"(to Chewie)Come here, you big coward!",0.397,0.603,0.0,-0.5093
708,INT. DEATH STAR - UNUSED HALLWAY,124,HAN,Chewie! Come here!,0.0,1.0,0.0,0.0
709,INT. DEATH STAR - UNUSED HALLWAY,124,LEIA,"Listen. I don't know who you are, or where you came from, but from now on, you do as I tell you. Okay?",0.0,0.895,0.105,0.3291
710,INT. DEATH STAR - UNUSED HALLWAY,124,HAN,"Look, Your Worshipfulness, let's get one thing straight! I take orders from one person! Me!",0.0,0.691,0.309,0.6571
711,INT. DEATH STAR - UNUSED HALLWAY,124,LEIA,It's a wonder you're still alive.(looking at Chewie)Will somebody get this big walking carpet out of my way?,0.0,1.0,0.0,0.0
712,INT. DEATH STAR - UNUSED HALLWAY,124,HAN,No reward is worth this.,0.224,0.204,0.571,0.5267
713,INT. DEATH STAR - POWER TRENCH,125,OFFICER,Secure this area until the alert is canceled.,0.0,0.566,0.434,0.5574
714,INT. DEATH STAR - POWER TRENCH,125,FIRST TROOPER,Give me regular reports.,0.0,1.0,0.0,0.0
715,INT. DEATH STAR - POWER TRENCH,125,FIRST TROOPER,Do you know what's going on?,0.0,1.0,0.0,0.0
716,INT. DEATH STAR - POWER TRENCH,125,SECOND TROOPER,Maybe it's another drill.,0.0,1.0,0.0,0.0
717,INT. DEATH STAR - POWER TRENCH,125,SECOND TROOPER,What was that?,0.0,1.0,0.0,0.0
718,INT. DEATH STAR - POWER TRENCH,125,FIRST TROOPER,"Oh, it's nothing. Don't worry about it.",0.254,0.746,0.0,-0.2594
719,INT. DEATH STAR - HALLWAY,126,HAN,(looking at his ship)There she is.,0.0,1.0,0.0,0.0
720,INT. DEATH STAR - HALLWAY,126,LUKE,"See-Threepio, do you copy?",0.0,1.0,0.0,0.0
721,INT. DEATH STAR - HALLWAY,126,THREEPIO,"(voice)For the moment. Uh, we're in the main hangar across from the ship.",0.0,1.0,0.0,0.0
722,INT. DEATH STAR - HALLWAY,126,LUKE,We're right above you. Stand by.,0.0,1.0,0.0,0.0
723,INT. DEATH STAR - HALLWAY,126,LEIA,You came in that thing? You're braver that I thought.,0.0,0.702,0.298,0.5267
724,INT. DEATH STAR - HALLWAY,126,HAN,Nice! Come on!,0.0,0.371,0.629,0.5242
725,INT. DEATH STAR - HALLWAY,126,FIRST TROOPER,It's them! Blast them!,0.0,1.0,0.0,0.0
726,INT. DEATH STAR - HALLWAY,126,HAN,(to Luke and Leia)Get back to the ship!,0.0,1.0,0.0,0.0
727,INT. DEATH STAR - HALLWAY,126,LUKE,Where are you going? Come back!,0.0,1.0,0.0,0.0
