location,actor,lines
INT. DEATH STAR - HALLWAY,HAN,Now's our chance! Go!
INT. DEATH STAR - HALLWAY,LUKE,No!
INT. DEATH STAR - HALLWAY,HAN,(to Luke)Come on!
INT. DEATH STAR - HALLWAY,LEIA,"Come on! Luke, its too late!"
INT. DEATH STAR - HALLWAY,HAN,Blast the door! Kid!
INT. DEATH STAR - HALLWAY,BEN'S VOICE,"Run, Luke! Run!"
INT. MILLENNIUM FALCON - COCKPIT,HAN,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip. Okay, hit it!"
INT. MILLENNIUM FALCON - COCKPIT,HAN,(to Chewie)We're coming up on the sentry ships. Hold 'em off! Angle the deflector shields while I charge up the main guns!
INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,LUKE,I can't believe he's gone.
INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,LEIA,There wasn't anything you could have done.
INT. MILLENNIUM FALCON - CENTRAL HOLD AREA,HAN,"(to Luke)Come on, buddy, we're not out of this yet!"
INT. MILLENNIUM FALCON - SOLO'S GUNPORT,HAN,"(to Luke)You in, kid? Okay, stay sharp!"
INT. MILLENNIUM FALCON - COCKPIT.,LEIA,(into intercom)Here they come!
INT. MILLENNIUM FALCON - COCKPIT - POV (POINT OF VIEW) - ,SPACE,
INT. MILLENNIUM FALCON - GUNPORTS,LUKE,They're coming in too fast!
INT. MILLENNIUM FALCON - MAIN PASSAGEWAY,THREEPIO,Oooh!
INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS,LEIA,We've lost lateral controls.
INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS,HAN,"Don't worry, she'll hold together."
INT. MILLENNIUM FALCON - COCKPIT - GUNPORTS,HAN,"(to ship)You hear me, baby? Hold together!"
INT. MILLENNIUM FALCON - GUNPORTS,LUKE,Got him! I got him!
INT. MILLENNIUM FALCON - GUNPORTS,HAN,Great kid! Don't get cocky.
INT. MILLENNIUM FALCON - COCKPIT,LEIA,There are still two more of them out there!
INT. MILLENNIUM FALCON - GUNPORT,LUKE,(laughing)That's it! We did it!
INT. MILLENNIUM FALCON - GUNPORT,LEIA,We did it!
INT. MILLENNIUM FALCON - PASSAGEWAY,THREEPIO,Help! I think I'm melting!(to Artoo)This is all your fault.
INT. DEATH STAR - CONTROL ROOM,TARKIN,Are they away?
INT. DEATH STAR - CONTROL ROOM,VADER,They have just made the jump into hyperspace.
INT. DEATH STAR - CONTROL ROOM,TARKIN,"You're sure the homing beacon is secure aboard their ship? I'm taking an awful risk, Vader. This had better work."
INT. MILLENNIUM FALCON - COCKPIT,HAN,"Not a bad bit of rescuing, huh? You know, sometimes I even amaze myself."
INT. MILLENNIUM FALCON - COCKPIT,LEIA,"That doesn't sound too hard. Besides, they let us go. It's the only explanation for the ease of our escape."
INT. MILLENNIUM FALCON - COCKPIT,HAN,Easy... you call that easy?
INT. MILLENNIUM FALCON - COCKPIT,LEIA,Their tracking us!
INT. MILLENNIUM FALCON - COCKPIT,HAN,"Not this ship, sister."
INT. MILLENNIUM FALCON - COCKPIT,LEIA,At least the information in Artoo is still intact.
INT. MILLENNIUM FALCON - COCKPIT,HAN,What's so important? What's he carrying?
INT. MILLENNIUM FALCON - COCKPIT,LEIA,"The technical readouts of that battle station. I only hope that when the data is analyzed, a weakness can be found. It's not over yet!"
INT. MILLENNIUM FALCON - COCKPIT,HAN,"It is for me, sister! Look, I ain't in this for your revolution, and I'm not in it for you, Princess. I expect to be well paid. I'm in it for the money!"
INT. MILLENNIUM FALCON - COCKPIT,LEIA,"You needn't worry about your reward. If money is all that you love, then that's what you'll receive!"
INT. MILLENNIUM FALCON - COCKPIT,LEIA,Your friend is quite a mercenary. I wonder if he really cares about anything... or anyone.
INT. MILLENNIUM FALCON - COCKPIT,LUKE,I care!
INT. MILLENNIUM FALCON - COCKPIT,LUKE,"So... what do you think of her, Han?"
INT. MILLENNIUM FALCON - COCKPIT,HAN,"I'm trying not to, kid!"
INT. MILLENNIUM FALCON - COCKPIT,LUKE,(under his breath)Good...
INT. MILLENNIUM FALCON - COCKPIT,HAN,"Still, she's got a lot of spirit. I don't know, what do you think? Do you think a princess and a guy like me..."
INT. MILLENNIUM FALCON - COCKPIT,LUKE,No!
INT. MASSASSI - MAIN HANGAR DECK,WILLARD,(holding Leia)You're safe! We had feared the worst.
INT. MASSASSI - MAIN HANGAR DECK,WILLARD,"When we heard about Alderaan, we were afraid that you were... lost along with your father."
INT. MASSASSI - MAIN HANGAR DECK,LEIA,"We don't have time for our sorrows, Commander. The battle station has surely tracked us here.(looking pointedly to Han)It's the only explanation for the ease of our escape. You must use the information in this R2 unit to plan the attack. It is our only hope."
INT. DEATH STAR - CONTROL ROOM,TARKIN,Yes.
INT. DEATH STAR - CONTROL ROOM,DEATH STAR INTERCOM VOICE,
INT. MASSASSI - WAR ROOM BRIEFING AREA,DODONNA,The battle station is heavily shielded and carries a firepower greater than half the star fleet. It's defenses are designed around a direct large-scale assault. A small one-man fighter should be able to penetrate the outer defense.
INT. MASSASSI - WAR ROOM BRIEFING AREA,GOLD LEADER,"Pardon me for asking, sir, but what good are snub fighters going to be against that?"
INT. MASSASSI - WAR ROOM BRIEFING AREA,DODONNA,"Well, the Empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense. An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station."
INT. MASSASSI - WAR ROOM BRIEFING AREA,DODONNA,"The approach will not be easy. You are required to maneuver straight down this trench and skim the surface to this point. The target area is only two meters wide. It's a small thermal exhaust port, right below the main port. The shaft leads directly to the reactor system. A precise hit will start a chain reaction which should destroy the station."
INT. MASSASSI - WAR ROOM BRIEFING AREA,DODONNA,"Only a precise hit will set up a chain reaction. The shaft is ray-shielded, so you'll have to use proton torpedoes."
INT. MASSASSI - WAR ROOM BRIEFING AREA,WEDGE,"That's impossible, even for a computer."
INT. MASSASSI - WAR ROOM BRIEFING AREA,LUKE,It's not impossible. I used to bull's-eye womp rats in my T-sixteen back home. They're not much bigger than two meters.
INT. MASSASSI - WAR ROOM BRIEFING AREA,DODONNA,Man your ships! And may the Force be with you!
INT. DEATH STAR,DEATH STAR INTERCOM VOICE,
INT. DEATH STAR,VADER,This will be a day long remembered. It has seen the end of Kenobi and it will soon see the end of the Rebellion.
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,MAN'S VOICE,"(over loudspeaker)All flight trooper, man your stations. All flight troops, man your stations."
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,LUKE,So... you got your reward and you're just leaving then?
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,HAN,"That's right, yeah! I got some old debts I've got to pay off with this stuff. Even if I didn't, you don't think I'd be fool enough to stick around here, do you? Why don't you come with us? You're pretty good in a fight. I could use you."
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,LUKE,"(getting angry)Come on! Why don't you take a look around? You know what's about to happen, what they're up against. They could use a good pilot like you. You're turning your back on them."
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,HAN,"What good's a reward if you ain't around to use it? Besides, attacking that battle station ain't my idea of courage. It's more like suicide."
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,LUKE,"All right. Well, take care of yourself, Han. I guess that's what you're best at, isn't it?"
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,HAN,"Hey, Luke... may the Force be with you!"
INT. MASSASSI OUTPOST - MAIN HANGAR DECK,HAN,What're you lookin' at? I know what I'm doing.
INT. MAIN HANGAR DECK - LUKE'S SHIP,LEIA,What's wrong?
INT. MAIN HANGAR DECK - LUKE'S SHIP,LUKE,"Oh, it's Han! I don't know, I really thought he'd change his mind."
INT. MAIN HANGAR DECK - LUKE'S SHIP,LEIA,He's got to follow his own path. No one can choose it for him.
INT. MAIN HANGAR DECK - LUKE'S SHIP,LUKE,I only wish Ben were here.
INT. MAIN HANGAR DECK - LUKE'S SHIP,BIGGS,Luke! I don't believe it! How'd you get here... are you going out with us?!
INT. MAIN HANGAR DECK - LUKE'S SHIP,LUKE,"Biggs! Of course, I'll be up there with you! Listen, have I got some stories to tell..."
INT. MAIN HANGAR DECK - LUKE'S SHIP,RED LEADER,Are you... Luke Skywalker? Have you been checked out on the Incom T-sixty-five?
INT. MAIN HANGAR DECK - LUKE'S SHIP,BIGGS,"Sir, Luke is the best bushpilot in the outer rim territories."
INT. MAIN HANGAR DECK - LUKE'S SHIP,RED LEADER,"I met your father once when I was just a boy, he was a great pilot. You'll do all right. If you've got half of your father's skill, you'll do better than all right."
INT. MAIN HANGAR DECK - LUKE'S SHIP,LUKE,"Thank you, sir. I'll try."
INT. MAIN HANGAR DECK - LUKE'S SHIP,BIGGS,"I've got to get aboard. Listen, you'll tell me your stories when we come back. All right?"
INT. MAIN HANGAR DECK - LUKE'S SHIP,LUKE,"I told you I'd make it someday, Biggs."
INT. MAIN HANGAR DECK - LUKE'S SHIP,BIGGS,"(going off)You did, all right. It's going to be like old times, Luke. We're a couple of shooting stars that'll never be stopped!"
INT. MAIN HANGAR DECK - LUKE'S SHIP,CHIEF,This R2 unit of your seems a bit beat up. Do you want a new one?
INT. MAIN HANGAR DECK - LUKE'S SHIP,LUKE,"Not on your life! That little droid and I have been through a lot together.(to Artoo)You okay, Artoo?"
INT. MAIN HANGAR DECK - LUKE'S SHIP,CHIEF,"Okay, easy she goes!"
INT. MAIN HANGAR DECK - LUKE'S SHIP,THREEPIO,"Hang on tight,Artoo, you've got to come back."
INT. MAIN HANGAR DECK - LUKE'S SHIP,THREEPIO,"You wouldn't want my life to get boring, would you?"
INT. MAIN HANGAR DECK - LUKE'S SHIP,BEN'S VOICE,"Luke, the Force will be with you."
INT. MASSASSI OUTPOST - WAR ROOM,MASSASSI INTERCOM VOICE,"Stand-by alert. Death Star approaching. Estimated time to firing range, fifteen minutes."
INT. RED LEADER STARSHIP - COCKPIT,RED LEADER,All wings report in.
INT. ANOTHER COCKPIT,RED TEN,Red Ten standing by.
INT. BIGGS' COCKPIT,RED SEVEN,(over Biggs' headset)Red Seven standing by.
INT. BIGGS' COCKPIT,BIGGS,Red Three standing by.
INT. PORKINS' COCKPIT,PORKINS,Red Six standing by.
INT. PORKINS' COCKPIT,RED NINE,(over headset)Red Nine standing by.
INT. WEDGE'S FIGHTER - COCKPIT,WEDGE,Red Two standing by.
INT. LUKE'S X-WING FIGHTER - COCKPIT,RED ELEVEN,(over headset)Red Eleven standing by.
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,Red Five standing by.
INT. RED LEADER'S FIGHTER - COCKPIT,RED LEADER,Lock S-foils in attack position.
INT. BIGGS' COCKPIT,READ LEADER,(over headset)We're passing through their magnetic field.
INT. RED LEADER'S COCKPIT,RED LEADER,Hold tight!
INT. LUKE'S X-WING FIGHTER - COCKPIT,RED LEADER,(over headset)Switch your deflectors on.
INT. ANOTHER COCKPIT,RED LEADER,(over headset)Double front!
INT. WEDGE'S COCKPIT,WEDGE,Look at the size of that thing!
INT. WEDGE'S COCKPIT,RED LEADER,"(over headset)Cut the chatter, Red Two."
INT. RED LEADER'S COCKPIT,RED LEADER,"Accelerate to attack speed. This is it, boys!"
INT. GOLD LEADER'S COCKPIT,GOLD LEADER,"Red Leader, this is Gold Leader."
INT. GOLD LEADER'S COCKPIT,RED LEADER,"(over headset)I copy, Gold Leader."
INT. GOLD LEADER'S COCKPIT,GOLD LEADER,We're starting for the target shaft now.
INT. RED LEADER'S COCKPIT,RED LEADER,We're in position. I'm going to cut across the axis and try and draw their fire.
INT. MASSASSI OUTPOST - WAR ROOM,WEDGE,"(over war room speaker system)Heavy fire, boss! Twenty-degrees."
INT. MASSASSI OUTPOST - WAR ROOM,RED LEADER,(over speaker)I see it. Stay low.
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,This is Red Five; I'm going in!
INT. LUKE'S X-WING FIGHTER - COCKPIT,BIGGS,"(over headset)Luke, pull up!"
INT. BIGGS' COCKPIT,BIGGS,Are you all right?
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,"I got a little cooked, but I'm okay."
INT. DEATH STAR,ASTRO-OFFICER,"We count thirty Rebel ships, Lord Vader. But they're so small they're evading our turbo-lasers!"
INT. DEATH STAR,VADER,We'll have to destroy them ship to ship. Get the crews to their fighters.
INT. READ LEADER'S X-WING FIGHTER - COCKPIT - TRAVELING,RED LEADER,"Luke, let me know when you're going in."
INT. LUKE'S X-WING - COCKPIT - TRAVELING,LUKE,I'm on my way in now...
INT. LUKE'S X-WING - COCKPIT - TRAVELING,RED LEADER,Watch yourself! There's a lot of fire coming from the right side of that deflection tower.
INT. LUKE'S X-WING - COCKPIT - TRAVELING,LUKE,I'm on it.
INT. MASSASSI OUTPOST - WAR ROOM,CONTROL OFFICER,"Squad leaders, we've picked up a new group of signals. Enemy fighters coming your way."
INT. LUKE'S X-WING - COCKPIT - TRAVELING,LUKE,My scope's negative. I don't see anything.
INT. RED LEADER'S X-WING - COCKPIT - TRAVELING,RED LEADER,"Keep up your visual scanning. With all this jamming, they'll be on top of you before your scope can pick them up."
INT. RED LEADER'S COCKPIT,RED LEADER,Biggs! You've picked one up... watch it!
INT. RED LEADER'S COCKPIT,BIGGS,I can't see it! Where is he?!
INT. BIGGS' COCKPIT - TRAVELING,BIGGS,"He's on me tight, I can't shake him... I can't shake him."
INT. X-WING FIGHTER - COCKPIT - TRAVELING,LUKE,"Hang on, Biggs, I'm coming in."
INT. LUKE'S X-WING FIGHTER - COCKPIT - TRAVELING,LUKE,Got him!
INT. DEATH STAR,VADER,Several fighters have broken off from the main group. Come with me!
INT. MASSASSI OUTPOST - WAR ROOM,BIGGS,(over speaker)Pull in! Luke... pull in!
INT. MASSASSI OUTPOST - WAR ROOM,WEDGE,"(over speaker)Watch your back, Luke!"
INT. LUKE'S X-WING FIGHTER - COCKPIT,WEDGE,"(over headset)Watch your back! Fighter's above you, coming in!"
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,"I'm hit, but not bad."
EXT. LUKE'S X-WING FIGHTER,LUKE'S VOICE,"Artoo, see what you can do with it. Hang on back there."
INT. LUKE'S X-WING - COCKPIT,RED LEADER,(over headset)Red Six...
INT. MASSASSI OUTPOST - WAR ROOM,RED LEADER,(over speaker)Can you see Red Five?
INT. MASSASSI OUTPOST - WAR ROOM,RED TEN,"(over speaker)There's a heavy fire zone on this side. Red Five, where are you?"
INT. LUKE'S X-WING - COCKPIT,LUKE,I can't shake him!
INT. WEDGE'S COCKPIT,WEDGE,"I'm on him, Luke!"
INT. LUKE'S X-WING - COCKPIT,WEDGE,(over headset)Hold on!
INT. LUKE'S X-WING - COCKPIT,LUKE,Blast it! Wedge where are you?
INT. LUKE'S X-WING - COCKPIT,LUKE,"Thanks, Wedge."
INT. MASSASSI OUTPOST - WAR ROOM,BIGGS,"(over speaker)Good shooting, Wedge!"
INT. MASSASSI OUTPOST - WAR ROOM,GOLD LEADER,(over speaker)Red Leader...
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,This is Gold Leader. We're starting out attack run.
INT. MASSASSI OUTPOST - WAR ROOM,RED LEADER,"(over speaker)I copy, Gold Leader. Move into position."
INT. DARTH VADER'S COCKPIT,VADER,Stay in attack formation!
INT. MASSASSI OUTPOST - WAR ROOM,GOLD LEADER,(over speaker)The exhaust post is...
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,...marked and locked in!
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,Switch power to front deflector screens.
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,"How many guns do you think, Gold Five."
INT. MASSASSI OUTPOST - WAR ROOM,GOLD FIVE,"(over speaker)I'd say about twenty guns. Some on the surface, some on the towers."
INT. MASSASSI OUTPOST - WAR ROOM,MASSASSI INTERCOM VOICE,(over speaker)Death Star will be in range in five minutes.
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,Switching to targeting computer.
INT. GOLD TWO'S Y-WING - COCKPIT,GOLD TWO,Computer's locked. Getting a signal.
INT. GOLD TWO'S Y-WING - COCKPIT,GOLD TWO,The guns... they've stopped!
EXT. GOLD FIVE'S COCKPIT,GOLD FIVE,Stabilize your read deflectors. Watch for enemy fighters.
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,They've coming in! Three marks at two ten.
INT. DARTH VADER'S COCKPIT,VADER,I'll take them myself! Cover me!
INT. DARTH VADER'S COCKPIT,WINGMAN'S VOICE,"(over speaker)Yes, sir."
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,(into mike)I can't maneuver!
INT. GOLD FIVE'S Y-WING - COCKPIT,GOLD FIVE,Stay on target.
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,We're too close.
INT. GOLD FIVE'S Y-WING - COCKPIT,GOLD FIVE,Stay on target!
INT. GOLD LEADER'S Y-WING - COCKPIT,GOLD LEADER,Loosen up!
INT. GOLD FIVE'S Y-WING - COCKPIT,GOLD FIVE,Gold Five to Red Leader...
INT. LUKE'S X-WING FIGHTER - COCKPIT,GOLD FIVE,"(over headset)Lost Tiree, lost Dutch."
INT. RED LEADER'S COCKPIT,RED LEADER,"I copy, Gold Five."
INT. GOLD FIVE'S Y-WING - COCKPIT,GOLD FIVE,They came from behind...
INT. DEATH STAR - CONTROL ROOM,OFFICER,"We've analyzed their attack, sir, and there is a danger. Should I have your ship standing by?"
INT. DEATH STAR - CONTROL ROOM,TARKIN,Evacuate? In out moment of triumph? I think you overestimate their chances!
INT. DEATH STAR - CONTROL ROOM,VOICE,"(over speaker)Rebel base, three minutes and closing."
INT. READ LEADER'S COCKPIT,RED LEADER,"Red Group, this is Red Leader."
INT. MASSASSI OUTPOST - WAR ROOM,RED LEADER,(over speaker)Rendezvous at mark six point one.
INT. MASSASSI OUTPOST - WAR ROOM,WEDGE,(over speaker)This is Red Two. Flying toward you.
INT. MASSASSI OUTPOST - WAR ROOM,BIGGS,"(over speaker)Red Three, standing by."
INT. RED LEADER'S COCKPIT,DODONNA,"(over headset)Red Leader, this is Base One. Keep half your group out of range for the next run."
INT. LUKE'S X-WING FIGHTER - COCKPIT,RED LEADER'S VOICE,"(over headset)Copy, Base One. Luke, take Red Two and Three. Hold up here and wait for my signal... to start your run."
INT. RED LEADER'S COCKPIT,RED LEADER,This is it!
INT. RED TEN'S COCKPIT,RED TEN,We should be able to see it by now.
INT. RED LEADER'S COCKPIT,RED LEADER,Keep your eyes open for those fighters!
INT. RED TEN'S COCKPIT,RED TEN,There's too much interference!
EXT. SPACE - DEATH STAR TRENCH,RED TEN'S VOICE,"Red Five, can you see them from where you are?"
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,No sign of any... wait!
INT. RED TEN'S COCKPIT,LUKE,(over headset)Coming in point three five.
INT. RED TEN'S COCKPIT,RED TEN,I see them.
INT. RED LEADER'S COCKPIT,RED LEADER,I'm in range.
INT. RED LEADER'S COCKPIT,RED LEADER,Target's coming up!
INT. RED LEADER'S COCKPIT,RED LEADER,Just hold them off for a few seconds.
INT. DARTH VADER'S COCKPIT,VADER,Close up formation.
INT. RED LEADER'S COCKPIT,RED LEADER,Almost there!
INT. RED TEN'S COCKPIT.,RED TEN,I can't hold them!
INT. RED LEADER'S COCKPIT,RED LEADER,It's away!
INT. MASSASSI OUTPOST - WAR ROOM,RED NINE'S VOICE,(over speaker)It's a hit!
INT. MASSASSI OUTPOST - WAR ROOM,RED LEADER,(over speaker)Negative.
INT. RED LEADER'S COCKPIT,RED LEADER,Negative! It didn't go in. It just impacted on the surface.
INT. RED LEADER'S COCKPIT,LUKE,"(over headset)Red Leader, we're right above you. Turn to point..."
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,...oh-five; we'll cover for you.
INT. LUKE'S X-WING FIGHTER - COCKPIT,RED LEADER,(over headset)Stay there...
INT. RED LEADER'S COCKPIT,RED LEADER,...I just lost my starboard engine.
INT. LUKE'S X-WING FIGHTER - COCKPIT,RED LEADER,(over headset)Get set to make your attack run.
INT. DEATH STAR,DEATH STAR INTERCOM VOICE,"Rebel base, one minute and closing."
INT. MASSASSI OUTPOST - WAR ROOM,LUKE,"(over speaker)Biggs, Wedge, let's close it up. We're going in. We're going in full throttle."
INT. WEDGE'S COCKPIT,WEDGE,"Right with you, boss."
INT. BIGGS' COCKPIT,BIGGS,"Luke, at that speed will you be able to pull out in time?"
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,It'll be just like Beggar's Canyon back home.
INT. BIGGS' COCKPIT,BIGGS,We'll stay back far enough to cover you.
INT. LUKE'S COCKPIT,WEDGE,"(over headset)My scope shows the tower, but I can't see the exhaust port! Are you sure the computer can hit it?"
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,Watch yourself! Increase speed full throttle!
INT. WEDGE'S COCKPIT,WEDGE,What about the tower?
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,You worry about those fighters! I'll worry about the tower!
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,"(to Artoo)Artoo... that, that stabilizer's broken loose again! See if you can't lock it down!"
INT. MASSASSI OUTPOST - WAR ROOM,WEDGE,(over speaker)I'm hit! I can't stay with you.
INT. MASSASSI OUTPOST - WAR ROOM,LUKE,"(over speaker)Get clear, Wedge."
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,You can't do any more good back there!
INT. WEDGE'S COCKPIT,WEDGE,Sorry!
INT. DARTH VADER'S COCKPIT,VADER,Let him go! Stay on the leader!
INT. BIGGS' COCKPIT,BIGGS,"Hurry, Luke, they're coming in much faster this time. I can't hold them!"
INT. LUKE'S X-WING FIGHTER - COCKPIT,LUKE,"Artoo, try and increase the power!"
INT. LUKE'S X-WING FIGHTER,BIGGS,"(over headset)Hurry up, Luke!"
INT. BIGGS' COCKPIT,BIGGS,Wait!
INT. DEATH STAR - CONTROL ROOM,DEATH STAR INTERCOM VOICE,"Rebel base, thirty seconds and closing."
INT. DARTH VADER'S COCKPIT,VADER,I'm on the leader.
INT. MASSASSI OUTPOST - WAR ROOM,THREEPIO,"Hang on, Artoo!"
INT. LUKE'S X-WING - COCKPIT,BEN'S VOICE,"Use the Force, Luke."
INT. LUKE'S X-WING - COCKPIT,BEN'S VOICE,"Let go, Luke."
INT. DARTH VADER'S COCKPIT,VADER,The Force is strong with this one!
INT. LUKE'S X-WING - COCKPIT,BEN'S VOICE,"Luke, trust me."
INT. MASSASSI OUTPOST - WAR ROOM,BASE VOICE,"(over speaker)His computer's off. Luke, you switched off your targeting computer. What's wrong?"
INT. MASSASSI OUTPOST - WAR ROOM,LUKE,(over speaker)Nothing. I'm all right.
EXT. LUKE'S X-WING FIGHTER,LUKE,I've lost Artoo!
INT. MASSASSI OUTPOST - WAR ROOM,MASSASSI INTERCOM VOICE,The Death Star has cleared the planet. The Death Star has cleared the planet.
INT. DEATH STAR - CONTROL ROOM,DEATH STAR INTERCOM VOICE,"Rebel base, in range."
INT. DEATH STAR - CONTROL ROOM,TARKIN,You may fire when ready.
INT. DEATH STAR - CONTROL ROOM,DEATH STAR INTERCOM VOICE,Commence primary ignition.
INT. DARTH VADER'S COCKPIT,VADER,I have you now.
INT. DARTH VADER'S COCKPIT,VADER,What?
INT. MILLENNIUM FALCON - COCKPIT,HAN,(yelling)Yahoo!
INT. WINGMAN'S COCKPIT,WINGMAN,Look out!
INT. MILLENNIUM FALCON - COCKPIT,HAN,"(into mike)You're all clear, kid."
INT. MASSASSI OUTPOST - WAR ROOM,HAN,(over speaker)Now let's blow this thing and go home!
INT. DEATH STAR,INTERCOM VOICE,Stand by to fire at Rebel base.
INT. DEATH STAR,INTERCOM VOICE,Standing by.
INT. MILLENNIUM FALCON - COCKPIT,HAN,"Great shot, kid. That was one in a million."
INT. LUKE'S X-WING FIGHTER - COCKPIT,BEN'S VOICE,"Remember, the Force will be with you... always."
INT. MASSASSI OUTPOST - MAIN HANGAR,LEIA,Luke! Luke! Luke!
INT. MASSASSI OUTPOST - MAIN HANGAR,HAN,(laughing)Hey! Hey!
INT. MASSASSI OUTPOST - MAIN HANGAR,LUKE,(laughing)I knew you'd come back! I just knew it!
INT. MASSASSI OUTPOST - MAIN HANGAR,HAN,"Well, I wasn't gonna let you get all the credit and take all the reward."
INT. MASSASSI OUTPOST - MAIN HANGAR,LEIA,"(laughing)Hey, I knew there was more to you than money."
INT. MASSASSI OUTPOST - MAIN HANGAR,LUKE,"Oh, no!"
INT. MASSASSI OUTPOST - MAIN HANGAR,THREEPIO,"Oh, my! Artoo! Can you hear me? Say something!(to mechanic)You can repair him, can't you?"
INT. MASSASSI OUTPOST - MAIN HANGAR,TECHNICIAN,We'll get to work on him right away.
INT. MASSASSI OUTPOST - MAIN HANGAR,THREEPIO,"You must repair him! Sir, if any of my circuits or gears will help, I'll gladly donate them."
INT. MASSASSI OUTPOST - MAIN HANGAR,LUKE,He'll be all right.
INT. MASSASSI OUTPOST - MAIN THRONE ROOM,				  FADE OUT:,
INT. MASSASSI OUTPOST - MAIN THRONE ROOM,END CREDITS OVER STARS,
